,token,frequency
7597,manhattan,2
7598,bien,2
7599,conned,2
7600,abe,2
7601,pozzallo,2
7603,'cause,2
7604,fy18,2
7605,timely,2
7606,banerjee,2
7607,collected,2
7609,poop,2
7610,#world,2
7611,pelosi,2
7612,bombed,2
7614,powerhouses,2
7615,woods,2
7616,reuniting,2
7617,ecowas,2
7618,derailing,2
7619,colors,2
7620,skip,2
7621,impeached,2
7622,70's,2
7623,kamal,2
7624,appoint,2
7625,defence,2
7626,estimate,2
7627,14000,2
7628,400k,2
7629,tradition,2
7630,photoshop,2
7631,grammar,2
7632,remained,2
7633,waitress,2
7634,⁦@speakerryan⁩,2
7635,goats,2
7636,opposition,2
7637,spout,2
7638,malaysian,2
7639,exodus,2
7640,goofy,2
7641,transgender,2
7642,though',2
7643,sleeps,2
7644,drove,2
7645,#blowjob,2
7646,#anchorbabies,2
7647,approves,2
7648,moaning,2
7649,sonoran,2
7650,sahara,2
7651,saints,2
7652,riders,2
7653,“cultural,2
7654,qatar,2
7655,rots,2
7656,cell,2
7657,kayleigh,2
7658,corbett,2
7659,narcissist,2
7660,assimilating,2
7661,2005,2
7662,toes,2
7663,degenerate,2
7664,sponsoring,2
7665,graphic,2
7668,verge,2
7669,accusation,2
7670,reception,2
7671,transporting,2
7672,cake,2
7673,iss,2
7674,moroccans,2
7675,rutte111,2
7676,(king,2
7677,verrarder,2
7678,(zaid,2
7679,black),2
7680,(fuck,2
7681,sylvana),2
7682,hoo,2
7683,implements,2
7684,#barackobama,2
7685,illinois,2
7686,‘˜this,2
7687,billionaire,2
7688,eager,2
7689,thots,2
7690,mandy,2
7691,manning,2
7692,managing,2
7693,👉,2
7694,aided,2
7695,scrounging,2
7696,overstaying,2
7697,bargain,2
7698,soap,2
7699,swapping,2
7700,accommodate,2
7701,filmed,2
7702,fl,2
7703,2253031,2
7704,2024561111,2
7705,#thailand,2
7706,fleet,2
7707,camera,2
7708,😭😭😭😭,2
7709,y'know,2
7710,migrants',2
7711,🇺🇸,2
7712,fever,2
7713,bow,2
7714,congregation,2
7716,happily,2
7717,america’s,2
7718,unwilling,2
7719,gentleman,2
7720,objected,2
7721,#nationalism,2
7722,#scotuskavanaugh,2
7723,everwhere,2
7724,'where,2
7725,puke,2
7726,kus,2
7727,withdrawal,2
7728,stove,2
7729,#oomf,2
7730,esol,2
7731,messaging,2
7732,initially,2
7733,balkans,2
7734,greeks,2
7735,“family,2
7736,mlk,2
7737,redone,2
7738,tennis,2
7739,gone',2
7740,arnt,2
7741,99%,2
7742,conquering,2
7743,peeps,2
7744,us”,2
7745,partners,2
7746,snitch,2
7747,cowardice,2
7748,book),2
7749,contradict,2
7750,wom,2
7751,kike,2
7752,life',2
7753,vaginally,2
7754,anally,2
7755,lakhs,2
7756,defended,2
7757,precedent,2
7758,trifling,2
7759,criminally,2
7760,apprehended,2
7761,await,2
7762,react,2
7763,#tigray,2
7764,#eprdf,2
7765,#tplf,2
7766,130,2
7767,170,2
7768,arabs,2
7769,shadow,2
7770,powder,2
7771,inbox,2
7772,curious,2
7773,biggs,2
7774,bench,2
7775,bono,2
7776,120,2
7777,acdc,2
7778,undergo,2
7779,exam,2
7781,antiamerican,2
7782,spreading,2
7783,#civilwar,2
7784,#declassifyitall,2
7785,buffoons,2
7786,#goonswithguns,2
7787,country’s,2
7788,unworkable,2
7789,satisfied,2
7790,#wrlovesrefugees,2
7791,cries,2
7792,#hr392,2
7793,eviction,2
7794,antiislamic,2
7795,parliamentary,2
7796,cleaning,2
7797,colour,2
7798,politifact,2
7799,nelson,2
7800,hobby,2
7801,addicts,2
7802,urself,2
7803,bea,2
7804,itand,2
7806,mhmmm,2
7807,pinning,2
7808,stretched,2
7809,boy's,2
7810,#stfu,2
7811,oneman,2
7812,comedic,2
7813,#mrshan,2
7814,#primevideo,2
7815,#funny,2
7816,substantial,2
7817,remix,2
7818,alternatives,2
7819,outlined,2
7820,attorneys,2
7821,slowly,2
7822,#welcomingthestranger,2
7823,@potus,2
7824,'new,2
7825,prefers,2
7826,picking,2
7827,#purge,2
7828,imbecile,2
7829,unity,2
7830,#equalrights,2
7831,spokesman,2
7832,interviewed,2
7833,edited,2
7834,january,2
7835,he’ll,2
7836,humanrights,2
7837,#deportation,2
7838,#immigrationlaw,2
7839,heavily,2
7841,modern,2
7842,incorrect,2
7843,moo,2
7844,pearl,2
7845,misogynists,2
7846,blah,2
7847,lefties,2
7848,pms,2
7850,amen,2
7851,outlander,2
7852,uplifting,2
7853,sheer,2
7854,folk,2
7855,dessert,2
7856,johnson,2
7857,grandson,2
7858,#srilanka,2
7859,natural,2
7860,mocking,2
7861,wrapped,2
7862,trusts,2
7863,interpreters,2
7865,rug,2
7866,patricia,2
7867,responded,2
7868,brooks,2
7869,sheriff’s,2
7870,bows,2
7871,handful,2
7872,automatic,2
7873,worrying,2
7874,#northkorea,2
7875,driver's,2
7876,migrantspl,2
7877,removing,2
7878,lewandowski,2
7879,counterproductive,2
7880,migrants#visegrad,2
7881,forbid,2
7882,immigrants”,2
7883,cells,2
7884,#nazi,2
7885,discharging,2
7886,recruits,2
7887,mmm,2
7888,umm,2
7889,organizing,2
7890,vancouver,2
7891,$10000,2
7892,periods,2
7893,pimped,2
7894,overly,2
7895,likelihood,2
7897,#sundaymotivation,2
7898,orchestrated,2
7899,colonial,2
7900,dana,2
7901,ideals,2
7902,god’s,2
7903,shifts,2
7904,stocks,2
7905,nicer,2
7906,beneath,2
7907,sin,2
7908,quiz,2
7909,#insideatlantasimmigrantcages,2
7910,nelson’s,2
7912,rebuked,2
7913,darkness,2
7914,millionaire,2
7915,#snowflake,2
7916,💀,2
7917,midterms,2
7918,drill,2
7919,#bansanctuarycities#keepamericanssafe,2
7920,golf,2
7921,featuring,2
7922,rioting,2
7923,ensues,2
7924,lifting,2
7925,criminalize,2
7926,cuba,2
7927,degeneracy,2
7928,wellbeing,2
7929,“no,2
7930,ðÿ™ðÿ»,2
7931,#meritbasedimmigration,2
7932,#deportallillegals,2
7933,reconstruction,2
7934,conf,2
7935,decry,2
7936,â,2
7937,#sovereignty,2
7938,fhuta,2
7939,label,2
7940,pathetically,2
7941,one),2
7942,contracts,2
7943,crooks,2
7944,derogatory,2
7945,dime,2
7946,'such,2
7947,jazeera,2
7948,i#mmigration,2
7949,blacklisted,2
7950,popping,2
7951,invader,2
7952,rhymes,2
7953,♪,2
7954,antiillegal,2
7955,pigeon,2
7956,habit,2
7957,replacing,2
7959,nun,2
7960,searching,2
7961,undertakes,2
7962,jan,2
7963,“what’s,2
7964,#europebound,2
7965,baron,2
7966,khammasi,2
7967,inappropriate,2
7968,meals,2
7969,#jobsreport,2
7970,doh,2
7971,😩,2
7972,respectfully,2
7973,charli,2
7974,aadhar,2
7975,envoy,2
7976,algerie,2
7977,respecting,2
7978,thai,2
7979,bitchin,2
7980,prosecutor,2
7981,terms,2
7982,firstever,2
7983,slope,2
7984,theater,2
7985,shenanigans,2
7986,peddled,2
7987,brag,2
7988,needless,2
7989,punk,2
7990,#football,2
7991,sanchez,2
7992,brightest,2
7993,tons,2
7994,mosely,2
7995,mark,2
7996,rapped,2
7997,sang,2
7998,70s,2
7999,imprisoning,2
8001,structure,2
8002,eurozone,2
8003,sour,2
8004,perverted,2
8005,familes,2
8006,#tlot,2
8007,detailed,2
8008,executed,2
8009,wana,2
8010,‘˜refugees’,2
8011,edmonton,2
8012,'immigration,2
8013,'to,2
8014,marches,2
8015,spark,2
8016,pedro,2
8017,mode,2
8018,contempt,2
8019,crete,2
8020,butch,2
8021,@presssec,2
8022,@genflynn,2
8023,#burundi—in,2
8024,facto,2
8025,visiting,2
8026,highway,2
8027,soul,2
8028,trudeau's,2
8029,loophole,2
8031,despues,2
8032,franco,2
8033,taco,2
8034,mother's,2
8035,girl's,2
8036,laser,2
8037,rejecting,2
8038,raises,2
8039,#nosanctuarycities,2
8040,#nosanctuarystates,2
8041,counted,2
8042,beetch,2
8043,punt,2
8044,ukrainian,2
8045,30yo,2
8046,evangelical,2
8047,genius,2
8048,exaggeration,2
8049,parked,2
8050,mile,2
8051,ho's,2
8052,#nationalreciprocity,2
8053,sealed,2
8054,50/50,2
8055,confusing,2
8056,regain,2
8057,harrellbond,2
8058,utah,2
8059,mafia,2
8060,premature,2
8061,scott,2
8062,#montana,2
8063,strengthening,2
8064,perez,2
8065,ancestry,2
8066,tribal,2
8067,biblical,2
8068,#rohingyas,2
8069,nearby,2
8070,pha,2
8071,lib,2
8072,kingdom,2
8073,distribute,2
8074,bins,2
8075,litter,2
8076,assured,2
8077,nwo,2
8078,kalergi,2
8079,shootout,2
8080,band,2
8081,blows,2
8082,rant,2
8083,amman,2
8084,damned,2
8085,systems,2
8086,sweden’s,2
8087,mobile,2
8088,assert,2
8089,“in,2
8090,comply,2
8091,thems,2
8092,o’,2
8093,#ramadan,2
8094,#religion,2
8095,urgent,2
8096,⬇,2
8097,olympic,2
8098,dickhead,2
8099,marine,2
8101,statistic,2
8102,physically,2
8103,wheels,2
8104,participate,2
8105,lawfully,2
8106,ali,2
8107,lmaooooo,2
8108,400000,2
8109,disingenuous,2
8110,vietnamese,2
8111,entrance,2
8112,shri,2
8113,di,2
8114,'public,2
8115,charge',2
8116,banner,2
8117,witches,2
8118,smoking,2
8119,$48,2
8120,evrything,2
8121,&gt;,2
8122,labels,2
8123,#findom,2
8124,predator,2
8125,settling,2
8126,sedition,2
8127,betsy,2
8128,devos,2
8129,distract,2
8130,1%,2
8131,juan,2
8132,maria,2
8133,sparks,2
8134,overcrowded,2
8135,hoes”,2
8136,ðÿ’ª,2
8137,immidiatly,2
8138,collusion,2
8139,athlete,2
8140,syndrome,2
8141,inspirational,2
8142,sanity,2
8143,cliff,2
8144,'dick,2
8145,hair',2
8146,care',2
8147,stopps,2
8148,righteous,2
8149,world',2
8150,'sexual,2
8151,burqa,2
8152,45000,2
8153,attracted,2
8154,firefighters,2
8155,nurture,2
8156,#wherertherefugees,2
8157,blackmailing,2
8158,commitment,2
8159,dfw,2
8160,#keepamericanssafestop,2
8161,ahh,2
8162,equals,2
8163,scandal,2
8165,briefing,2
8166,lagerfeld,2
8167,grandpa,2
8168,‘not,2
8169,men’,2
8170,recorded,2
8172,bathroom,2
8173,#commonsense,2
8174,#ruleoflaw,2
8175,nobel,2
8176,combination,2
8177,26,2
8178,suggests,2
8179,80000,2
8180,respectful,2
8181,twinkle,2
8182,kink,2
8183,breene,2
8184,#worldrelief,2
8185,julia,2
8186,ex's,2
8187,angle,2
8188,cusses,2
8189,typhoon,2
8190,efficiently,2
8191,rene,2
8192,😏,2
8193,#teens,2
8194,tribe,2
8195,hip,2
8196,experiencing,2
8198,resisted,2
8199,all',2
8200,holly,2
8201,#tedxexeter,2
8202,unlimited,2
8203,marocco,2
8204,barcanic,2
8205,700,2
8206,condom',2
8207,killers,2
8208,lusts,2
8209,obituary,2
8210,spain#soros,2
8211,vey,2
8212,earns,2
8213,golddigging,2
8215,'rape',2
8216,bangladeshis,2
8217,reporters,2
8218,“why,2
8219,(hysterical,2
8221,conflicts,2
8222,span,2
8223,pussy',2
8224,fortunate,2
8226,650,2
8227,bannon,2
8228,)),2
8229,49%,2
8230,wonâ´t,2
8231,dilute,2
8232,recover,2
8233,boil,2
8234,method,2
8235,enforced,2
8236,noooo,2
8237,proceeds,2
8238,casa,2
8239,cooked,2
8240,volumes,2
8241,intended,2
8242,shocks,2
8243,populists,2
8244,tape,2
8245,instance,2
8246,participants,2
8247,pew,2
8248,medication,2
8249,pal,2
8250,genuinely,2
8251,violators,2
8252,legacy,2
8253,'is,2
8254,“well,2
8255,too”,2
8256,fathom,2
8257,clients,2
8258,bear,2
8259,pc,2
8260,whatsoever,2
8261,model”,2
8262,depend,2
8263,widow,2
8264,629,2
8265,okayyy,2
8266,expose,2
8267,privileges,2
8268,#men,2
8269,wan,2
8270,ol',2
8271,“this,2
8272,diversityâ„¢,2
8273,strengthremigration,2
8274,negotiations,2
8275,meritbased,2
8276,principles,2
8277,#flotus,2
8278,qur'an,2
8279,#abvpthugs,2
8280,exercising,2
8281,bots,2
8282,catfish,2
8283,sucker,2
8284,shipping,2
8285,incoming,2
8286,#savethecensus,2
8287,'fat,2
8288,buyed,2
8289,infiltrator,2
8290,nationalist,2
8291,correctly,2
8292,alps,2
8293,unblock,2
8294,200000,2
8295,foolish,2
8296,championships,2
8297,feminazi,2
8298,demanded,2
8299,owens,2
8300,fd,2
8301,willie,2
8302,assess,2
8303,rotting,2
8304,#indiaforindians,2
8306,accountability,2
8307,sovereignty,2
8308,js,2
8309,integral,2
8310,treaty,2
8311,angles,2
8312,dammit,2
8313,hass,2
8314,'can,2
8315,pat,2
8316,1200,2
8317,man',2
8318,#kateswall,2
8319,abandon,2
8320,#welcome75k,2
8321,uk’s,2
8322,martin,2
8323,luther,2
8324,reflects,2
8325,unique,2
8326,killary,2
8327,milage,2
8328,guests,2
8329,#waternotwalls,2
8330,don`t,2
8331,climbs,2
8332,circumstances,2
8333,someones,2
8334,cunti,2
8335,'me,2
8336,pushback,2
8337,maritime,2
8338,tripoli,2
8339,ft,2
8340,encountered,2
8341,vegas,2
8342,capsizes,2
8343,confidential,2
8344,martial,2
8345,idi,2
8346,finance,2
8347,#africans,2
8348,leaked,2
8349,miller's,2
8350,nationalities,2
8351,dictatorship,2
8352,oru,2
8353,readiness,2
8354,afro,2
8355,#conflict,2
8356,amt,2
8357,instability,2
8358,immigrantdetention,2
8359,ahhh,2
8360,applying,2
8361,insanity,2
8362,stamp,2
8363,restrictions,2
8364,figured,2
8365,migrantsbut,2
8366,pissing,2
8367,#brexitbetrayal,2
8368,partnered,2
8369,nets,2
8370,rahim,2
8371,failures,2
8372,carmento,2
8373,blackballed,2
8374,spurs,2
8375,barely,2
8376,cdu,2
8377,csu,2
8378,singing,2
8379,mosques,2
8380,grasp,2
8381,tense,2
8382,battered,2
8383,heels,2
8384,kat,2
8385,uncapped,2
8386,foo,2
8387,signature,2
8388,alienswe,2
8389,🤷🏼‍♂,2
8390,assisting,2
8391,pit,2
8392,'tourists,2
8393,statistically,2
8394,daylight,2
8395,serves,2
8396,squat,2
8397,throats,2
8398,lanes,2
8399,athletic,2
8400,clinic,2
8401,#tuesdaythoughts,2
8402,hahahahahaha,2
8403,populist,2
8404,canberra,2
8405,suprise,2
8406,1/,2
8407,#bluewave,2
8408,#freespeech,2
8409,jacking,2
8410,#american,2
8411,#indonesia's,2
8412,hormones,2
8413,ideology,2
8414,equally,2
8415,pakistanis,2
8416,jungle,2
8417,#deporthemall,2
8418,#russia,2
8419,drowns,2
8420,homemade,2
8421,flamethrowers,2
8422,“share,2
8423,“running,2
8424,circles”,2
8425,needlessly,2
8426,#deportillegalailens,2
8427,frontline,2
8428,arc,2
8429,soooo,2
8430,obamas,2
8431,environment,2
8432,1950s,2
8433,tangible,2
8434,#democracy,2
8435,des,2
8436,cracking,2
8437,actors,2
8438,offenses,2
8439,aggravated,2
8440,battery,2
8441,ole,2
8442,#southcarolina,2
8443,lovers,2
8444,diff,2
8445,accepts,2
8446,'3,2
8447,individuality,2
8448,institute,2
8449,woman),2
8450,aunt,2
8451,exchange,2
8452,needy,2
8453,ins,2
8454,quarters,2
8455,whistle,2
8456,voicemail,2
8457,nantes,2
8458,cough,2
8459,owned,2
8461,rely,2
8462,africa',2
8464,lunatic,2
8465,“when,2
8466,memories,2
8467,560,2
8468,😔,2
8470,#scum,2
8471,decay,2
8472,duchesne,2
8473,'your,2
8474,poster,2
8475,1985,2
8476,jk,2
8477,myths,2
8478,playlist,2
8479,catering,2
8480,#antifaterrorists,2
8481,smut,2
8482,mississippi,2
8483,#nodems,2
8484,relying,2
8485,1980s,2
8486,enraging,2
8487,'canada,2
8488,decay',2
8489,draft,2
8490,mein,2
8491,stones,2
8492,“slut,2
8493,switzerland,2
8494,sensitive,2
8495,tall,2
8496,creation,2
8497,zoned,2
8498,seth,2
8499,reckless,2
8500,posed,2
8501,abi,2
8502,upyou,2
8503,sharyl,2
8504,tribute,2
8505,abomination,2
8506,labourers,2
8507,expand,2
8508,revealed,2
8509,lacs,2
8510,#why,2
8511,strangely,2
8512,properties,2
8513,😆,2
8514,sealoff,2
8515,ðÿ¥ðÿ¥,2
8516,parttime,2
8517,beta,2
8518,stems,2
8519,fills,2
8520,#melania,2
8521,neighborhoods,2
8522,beards,2
8523,hull,2
8524,reminding,2
8525,shark,2
8526,lou,2
8527,barletta,2
8528,hazleton,2
8529,fxin,2
8530,sermon,2
8531,sumn,2
8532,jamiel,2
8533,outthey,2
8534,savini,2
8535,;,2
8536,indiana,2
8537,euros,2
8538,75%,2
8539,'living,2
8540,fear',2
8541,nursing,2
8542,diet,2
8543,draining,2
8544,rallying,2
8545,#hypocrite,2
8546,prepares,2
8547,runner,2
8548,#africa,2
8549,clone,2
8550,buss,2
8551,yuh,2
8552,dehumanising,2
8553,28,2
8554,strain,2
8555,frankly,2
8556,pizzagate,2
8557,2977,2
8558,shanksville,2
8559,pennsylvania,2
8560,memorialize,2
8561,banadir,2
8562,gag,2
8563,alt,2
8564,unheard,2
8565,#augustrecess,2
8566,#zerotolerance,2
8568,sloot,2
8569,shun,2
8570,stereotypical,2
8571,#asylum,2
8572,mex,2
8573,#corybooker,2
8574,intimate,2
8575,omar,2
8576,#europeanunion,2
8577,decency,2
8578,gene,2
8579,elitist,2
8581,600000,2
8582,coach,2
8583,hooker,2
8584,chasing,2
8585,hall,2
8586,😭😭😭,2
8587,eaten,2
8588,banged,2
8589,censoring,2
8590,thatfatesbitch,2
8591,rightwing,2
8592,injuring,2
8593,admire,2
8594,bible's,2
8595,#nwo,2
8596,#stopfundinghate,2
8597,attracting,2
8598,gasoline,2
8599,genocideto,2
8600,banksy,2
8601,speeches,2
8602,#backtheblu,2
8603,#noasylum,2
8604,‘˜will,2
8605,readmit,2
8606,eu’,2
8607,cams,2
8608,attendance,2
8609,pakinstan,2
8610,vetted,2
8611,infirate,2
8612,assassinate,2
8613,small',2
8614,kin,2
8615,arrest/prosecute,2
8616,governors,2
8617,legislators,2
8618,decisive,2
8619,#legalimmigration,2
8620,employed,2
8621,mans,2
8622,(ie,2
8623,zeppelin,2
8624,“big,2
8625,migration',2
8626,devoured,2
8627,meathead,2
8628,reducing,2
8629,regularly,2
8630,thrilled,2
8631,segregate,2
8632,whities,2
8633,constituents,2
8634,#college,2
8635,priceless,2
8636,throught,2
8637,ganging,2
8638,menow,2
8639,solostan,2
8640,$10,2
8641,clintons,2
8642,installed,2
8643,evade,2
8644,idps,2
8645,authorized,2
8646,anarchist,2
8647,farmer,2
8648,lashes,2
8649,weighs,2
8650,migrantsrich,2
8651,nationwide,2
8652,injunction,2
8653,implement,2
8654,incites,2
8655,collins,2
8656,megyn,2
8657,#elections2018,2
8658,mock,2
8659,colonies,2
8660,rico,2
8661,kennedy's,2
8662,bavaria,2
8663,counties,2
8664,#india's,2
8665,evicted,2
8666,overreaction,2
8667,#fuckbitches,2
8668,lustful,2
8669,sinking,2
8670,engineer,2
8671,al's,2
8672,missouri,2
8673,gwylene,2
8674,gallimard,2
8675,charleston,2
8676,wouldn’t,2
8677,fooling,2
8678,jenan,2
8679,childcare,2
8680,btch,2
8681,cutted,2
8683,todos,2
8684,'suck,2
8685,lowlife,2
8686,pleas,2
8687,operating,2
8688,norm,2
8689,description,2
8690,awakening,2
8691,recipient,2
8692,pitiful,2
8693,soulmates,2
8695,(as,2
8696,we’ll,2
8697,gtfo,2
8698,devastating,2
8699,lickers,2
8700,represents,2
8701,cortez,2
8702,grannies,2
8703,uncontrolled,2
8704,✊🏿,2
8705,tunnels,2
8706,flames,2
8707,montenegro,2
8708,rated,2
8709,#enacteverify,2
8710,davinder,2
8711,#braingainnewzealand,2
8712,#foodsecurity,2
8713,connect,2
8714,universe,2
8715,perceive,2
8716,#ambassador,2
8717,faker,2
8718,decline,2
8719,🤤,2
8720,irl,2
8721,antitrump,2
8722,flu,2
8723,inserted,2
8724,stallman,2
8725,journalism,2
8726,childhood,2
8727,broader,2
8728,roe,2
8729,wade,2
8730,careers,2
8731,dusty,2
8732,magnitude,2
8733,mccain,2
8734,pole,2
8735,taxi,2
8736,complicated,2
8737,pum,2
8738,venture,2
8739,gosh,2
8740,barefoot,2
8741,hiv,2
8742,waited,2
8743,katelyn,2
8745,siblings,2
8746,vanguard,2
8747,buffalo,2
8748,buffer,2
8749,disappointment,2
8750,****,2
8751,dats,2
8752,oz,2
8753,evros,2
8754,confirmation,2
8755,goodnight,2
8756,denigrate,2
8757,sooner,2
8758,embracing,2
8759,montreal's,2
8760,saddiq,2
8761,65,2
8762,pepsico,2
8763,rubenstein,2
8764,adopts,2
8765,parvu,2
8766,contacted,2
8767,encourages,2
8768,(i,2
8769,aswell,2
8770,wah,2
8771,stacked,2
8772,sandip,2
8773,oreo,2
8774,hilly,2
8776,signage,1
8777,beatlemania,1
8778,crowds,1
8779,crongregating,1
8780,gouged,1
8781,😂😡,1
8782,cuffin,1
8783,overstayers,1
8784,hilariously,1
8785,tweetedand,1
8786,baba,1
8787,scribner,1
8788,nebraska,1
8789,inactive,1
8790,flattered,1
8791,anatomically,1
8792,bland,1
8793,bulky,1
8794,dej,1
8795,loaf,1
8796,nail,1
8797,oportunistic,1
8798,strategic,1
8799,population&amp;migration,1
8800,indiadisincentive,1
8801,familiessuch,1
8802,withdrawl,1
8803,lefty,1
8804,miracle,1
8805,knuckle,1
8806,mines,1
8807,'irrational',1
8808,'bitters,1
8809,spinsters',1
8810,dismi,1
8811,injury,1
8812,visaholders,1
8813,#getalife,1
8814,#stopspreadinglies,1
8815,fucktard,1
8816,‘˜big,1
8817,ideas’,1
8818,rosero,1
8819,oral,1
8820,#njhric,1
8821,#newarkpubliclibrary,1
8822,identifying,1
8823,newark,1
8824,injustices,1
8825,wad,1
8826,(minority,1
8827,‘˜enrichment’,1
8828,‘˜threats’,1
8829,organ,1
8830,harvesting,1
8831,intensive,1
8832,stretches,1
8833,quarrel,1
8834,cleavers,1
8835,450%,1
8836,motherchild,1
8837,ww2,1
8838,#resisticenashville,1
8839,henry,1
8840,uhhhhhh,1
8841,ma’am,1
8842,practitioners#,1
8843,immigr,1
8844,warren's,1
8845,diehl,1
8846,womble,1
8847,alude,1
8848,recieved,1
8849,prerogativeeven,1
8850,👍,1
8851,#boycottunitedarlines,1
8852,#aidingandabetting,1
8853,#felons,1
8854,#doj,1
8855,aadhaar,1
8856,deceitful,1
8857,(&,1
8858,gop),1
8859,democracy#maga,1
8860,#tr,1
8861,noreally,1
8862,too#sendthemback,1
8863,neverrrrrrrrrrr,1
8864,misinformation,1
8865,#sourcesmatter,1
8866,way#buildthatwall,1
8867,irks,1
8868,#wakeupyouwhore,1
8869,megynkelly,1
8870,@nbc,1
8871,#occupyicephl,1
8872,delighted,1
8873,theorytouting,1
8874,nationalistallied,1
8875,(tpusa),1
8876,#nationalistsnotwelcome,1
8877,house/eu,1
8878,crimetunisia,1
8879,leverage,1
8880,messageðÿ‘‰either,1
8881,you're_,1
8882,you_,1
8883,life_,1
8884,retarded_,1
8885,😏🌹,1
8886,daddy's,1
8887,interfere,1
8888,genocidesome,1
8889,shoemaker,1
8890,immigrationdenying,1
8891,'racial,1
8892,hatred',1
8893,peopl,1
8894,“oh,1
8895,libtarded,1
8896,climbed,1
8897,precautions,1
8898,//'we,1
8899,bengal'with,1
8900,therapists,1
8901,holleringgggggg,1
8902,sock,1
8903,take',1
8904,gretzky,1
8905,mccains,1
8906,payers,1
8907,scrap,1
8908,wall#buildthatwall#mccainfuneral,1
8909,#baloney,1
8910,#womenaredumb,1
8911,alleges,1
8912,rakban,1
8913,sweets,1
8914,toungue,1
8915,rothsey,1
8916,'50,1
8917,beans',1
8918,fined,1
8919,$50000,1
8920,swedenstan,1
8921,endeavour,1
8922,“deal,1
8923,century”,1
8924,yikes,1
8925,resident,1
8926,#sendherback,1
8927,patch,1
8928,papal,1
8929,rebuke,1
8930,wallwe,1
8931,commanderinchief,1
8932,fundsplease,1
8933,fuckboys,1
8934,partying,1
8935,124,1
8936,138,1
8937,#enforceuslaws#keepamericanssafethis,1
8938,comtemplating#bansanctuarycities,1
8939,#information_warfare,1
8940,communism;,1
8941,roomies,1
8942,critically,1
8943,wounding,1
8944,buckle,1
8945,undying,1
8946,a*******,1
8947,#treason,1
8948,orphaned',1
8949,heated,1
8950,catching,1
8951,#leftistsedition,1
8952,#openyoureyes,1
8953,#freeyourmind,1
8954,#care,1
8955,#prescientinfo,1
8956,awarded,1
8957,bravery,1
8958,elysée,1
8959,'come,1
8960,beggin,1
8961,us/mexico,1
8962,surprisewhat's,1
8963,sabotages,1
8964,country#stoptheinvasion,1
8965,hahahahahahahaha,1
8966,#inmigration,1
8967,alaska’s,1
8968,dawgg,1
8969,lmfoaoo,1
8970,pirro,1
8971,#munich,1
8972,eyed,1
8973,toothbrushes,1
8974,button,1
8975,observed,1
8976,chaotic,1
8977,adversely,1
8978,vogue,1
8979,hijabi,1
8980,zapreå¡iä‡,1
8981,tentrefugees,1
8982,parque,1
8983,bois,1
8984,bologne,1
8985,foch,1
8986,girl#illegalaliens,1
8987,#kag#rolltide,1
8988,#qresearch,1
8989,#patriotsfight,1
8990,#thatstheshitidontlike,1
8991,rub,1
8992,⁦@repmcclintock⁩,1
8993,⁦@morse4america⁩,1
8994,#teammorse,1
8995,beasts,1
8996,exciting”,1
8997,widens,1
8998,wealthgaps,1
8999,kids’,1
9000,uncomf,1
9001,reigned,1
9002,genie,1
9003,tracks,1
9004,#deporttheundesirables,1
9005,#kickoutthelyers,1
9006,#savetheworldundertheonetruegod,1
9007,fours,1
9008,yeen,1
9009,traffickers,1
9010,swarm,1
9011,22%,1
9012,heri,1
9013,himwell,1
9014,baguettes,1
9015,foods,1
9016,balti,1
9017,#census,1
9018,#californians,1
9019,haley,1
9020,'dictate',1
9021,rat🐀,1
9022,again🐀if,1
9023,#actnow,1
9024,#eb5,1
9025,#eb5visa,1
9026,#foreign,1
9027,#investor,1
9028,#visa,1
9029,$500k,1
9030,#investment,1
9031,#ether,1
9032,#cryptocurrency,1
9033,valencia,1
9034,steroline,1
9035,edit,1
9036,olly,1
9037,deprave,1
9039,txf,1
9040,liquidates,1
9041,treasury,1
9042,holdings,1
9043,#takeamericaback,1
9044,#walkawaymovementgrowing,1
9045,happenchild,1
9046,kidnapper,1
9047,molester,1
9048,pledges,1
9049,culprit,1
9050,bangladeshis&amp;,1
9051,rhongyias,1
9052,tenures&amp;,1
9053,migrants&amp;shooed,1
9054,good;,1
9055,disavows,1
9056,digger,1
9057,ughhh,1
9058,verification,1
9059,identities,1
9060,voluntarily,1
9061,so”,1
9062,blurry,1
9063,avert,1
9064,tesla,1
9065,dissed,1
9066,egotistical,1
9067,mesa,1
9068,#teenwolf,1
9069,#menstruafacts,1
9070,church's,1
9071,soerens,1
9072,jenny,1
9073,yang,1
9074,scroungers/soldiers,1
9075,girlfriends/wives/kids,1
9076,bugger,1
9077,#act4_southernsyria,1
9078,#angelamerkel,1
9079,&amp;russia,1
9080,lavrov&amp;headrussian,1
9081,in&amp;help,1
9082,sothat,1
9083,materialize,1
9084,returnof,1
9085,journo,1
9086,#datelinelondon,1
9087,againprime,1
9088,minster,1
9089,jihadi,1
9090,“europe,1
9091,lost”,1
9092,$13000,1
9093,bachelor's,1
9094,accounting,1
9095,moolenaar,1
9096,#landexpropriationhearings,1
9097,#southafrica,1
9098,investigationnever,1
9099,trumpedup,1
9100,place#potus,1
9101,wayyyyy,1
9102,helllo,1
9103,🙄😂,1
9104,relocationprogramm,1
9105,comfortabel,1
9106,#preventabledeath#buildthewall,1
9107,tolly,1
9108,carefree,1
9109,unprotected,1
9110,daydream,1
9111,xp,1
9112,question💀,1
